5.442016, -0.624710, -0.636864, 1.998069
5.443616, -0.625927, -0.638240, 1.998073
5.445194, -0.627130, -0.639595, 1.998077
5.446785, -0.628346, -0.640958, 1.998081
5.448366, -0.629558, -0.642309, 1.998085
5.449966, -0.630787, -0.643673, 1.998089
5.451545, -0.632002, -0.645015, 1.998093
5.453139, -0.633234, -0.646365, 1.998098
5.454742, -0.634474, -0.647719, 1.998102
5.456301, -0.635684, -0.649033, 1.998106
5.457850, -0.636889, -0.650336, 1.998110
5.459476, -0.638158, -0.651702, 1.998114
5.461100, -0.639429, -0.653064, 1.998118
5.462585, -0.640593, -0.654308, 1.998122
5.465600, -0.642964, -0.656829, 1.998130
5.467309, -0.644315, -0.658255, 1.998134
5.468935, -0.645604, -0.659609, 1.998138
5.470492, -0.646841, -0.660904, 1.998142
5.472065, -0.648094, -0.662209, 1.998146
5.473622, -0.649338, -0.663500, 1.998150
5.475224, -0.650622, -0.664828, 1.998154
5.476733, -0.651833, -0.666076, 1.998158
5.478311, -0.653103, -0.667381, 1.998162
5.479849, -0.654345, -0.668652, 1.998166
5.481407, -0.655606, -0.669939, 1.998170
5.482957, -0.656864, -0.671219, 1.998174
5.484612, -0.658211, -0.672586, 1.998178
5.486170, -0.659483, -0.673873, 1.998182
5.487766, -0.660789, -0.675190, 1.998186
5.493115, -0.665178, -0.679603, 1.998199
5.494017, -0.665924, -0.680345, 1.998202
5.495834, -0.667431, -0.681844, 1.998206
5.497191, -0.668560, -0.682963, 1.998210
5.498675, -0.669798, -0.684189, 1.998213
5.500219, -0.671089, -0.685465, 1.998217
5.501782, -0.672399, -0.686758, 1.998221
5.503288, -0.673666, -0.688005, 1.998225
5.504850, -0.674983, -0.689300, 1.998229
5.506349, -0.676250, -0.690544, 1.998233
5.508025, -0.677670, -0.691936, 1.998237
5.509427, -0.678862, -0.693102, 1.998240
5.510926, -0.680140, -0.694349, 1.998244
5.512470, -0.681459, -0.695634, 1.998248
5.514610, -0.683293, -0.697415, 1.998253
5.515493, -0.684052, -0.698150, 1.998255
5.516975, -0.685328, -0.699384, 1.998259
5.518752, -0.686863, -0.700866, 1.998263
5.520956, -0.688772, -0.702707, 1.998269
5.522365, -0.689998, -0.703885, 1.998272
5.523539, -0.691021, -0.704867, 1.998275
5.524548, -0.691903, -0.705711, 1.998278
5.526098, -0.693259, -0.707008, 1.998281
5.527530, -0.694515, -0.708206, 1.998285
5.529014, -0.695821, -0.709448, 1.998289
5.530527, -0.697155, -0.710714, 1.998292
5.532513, -0.698910, -0.712374, 1.998297
5.533538, -0.699819, -0.713231, 1.998300
5.535100, -0.701207, -0.714537, 1.998303
5.536523, -0.702475, -0.715726, 1.998307
5.538442, -0.704188, -0.717328, 1.998312
5.539434, -0.705077, -0.718156, 1.998314
5.540981, -0.706465, -0.719448, 1.998318
5.542451, -0.707788, -0.720676, 1.998321
5.543958, -0.709147, -0.721935, 1.998325
5.545432, -0.710480, -0.723168, 1.998329
5.546895, -0.711806, -0.724393, 1.998332
5.548393, -0.713168, -0.725648, 1.998336
5.549977, -0.714611, -0.726977, 1.998340
5.551333, -0.715850, -0.728116, 1.998343
5.552809, -0.717203, -0.729356, 1.998346
5.554274, -0.718548, -0.730588, 1.998350
5.555774, -0.719930, -0.731850, 1.998354
5.557219, -0.721263, -0.733066, 1.998357
5.558872, -0.722793, -0.734459, 1.998361
5.560162, -0.723990, -0.735545, 1.998364
5.561947, -0.725650, -0.737049, 1.998368
5.566313, -0.729733, -0.740735, 1.998379
5.567463, -0.730814, -0.741707, 1.998382
5.568944, -0.732209, -0.742961, 1.998385
5.570361, -0.733548, -0.744163, 1.998388
5.571796, -0.734907, -0.745382, 1.998392
5.573322, -0.736355, -0.746680, 1.998396
5.574708, -0.737675, -0.747862, 1.998399
5.576134, -0.739036, -0.749079, 1.998402
5.577615, -0.740453, -0.750346, 1.998406
5.579259, -0.742031, -0.751754, 1.998410
5.580490, -0.743216, -0.752811, 1.998413
5.581956, -0.744629, -0.754070, 1.998416
5.583362, -0.745989, -0.755279, 1.998419
5.587029, -0.749544, -0.758438, 1.998428
5.587909, -0.750402, -0.759198, 1.998430
5.589412, -0.751871, -0.760497, 1.998434
5.590840, -0.753271, -0.761730, 1.998437
5.592260, -0.754666, -0.762958, 1.998440
5.593678, -0.756061, -0.764185, 1.998444
5.595134, -0.757499, -0.765447, 1.998447
5.596522, -0.758872, -0.766651, 1.998450
5.597941, -0.760281, -0.767883, 1.998454
5.599351, -0.761682, -0.769107, 1.998457
5.600766, -0.763094, -0.770337, 1.998460
5.602169, -0.764496, -0.771557, 1.998464
5.603610, -0.765940, -0.772811, 1.998467
5.605131, -0.767468, -0.774138, 1.998470
5.606408, -0.768755, -0.775254, 1.998473
5.609857, -0.772238, -0.778273, 1.998481
5.610686, -0.773080, -0.779002, 1.998483
5.612149, -0.774570, -0.780290, 1.998487
5.613559, -0.776008, -0.781532, 1.998490
5.614979, -0.777461, -0.782785, 1.998493
5.616444, -0.778964, -0.784077, 1.998497
5.617724, -0.780280, -0.785209, 1.998500
5.619135, -0.781735, -0.786457, 1.998503
5.620508, -0.783154, -0.787672, 1.998506
5.621920, -0.784616, -0.788924, 1.998509
5.623381, -0.786134, -0.790222, 1.998513
5.624679, -0.787486, -0.791375, 1.998516
5.626064, -0.788931, -0.792607, 1.998519
5.627461, -0.790393, -0.793851, 1.998522
5.628820, -0.791819, -0.795063, 1.998525
5.630307, -0.793383, -0.796391, 1.998529
5.631560, -0.794705, -0.797511, 1.998532
5.634364, -0.797673, -0.800024, 1.998538
5.636392, -0.799828, -0.801847, 1.998543
5.637271, -0.800765, -0.802638, 1.998545
5.638402, -0.801973, -0.803657, 1.998547
5.639775, -0.803443, -0.804894, 1.998550
5.641172, -0.804942, -0.806154, 1.998554
5.642508, -0.806379, -0.807359, 1.998557
5.643862, -0.807839, -0.808581, 1.998560
5.645208, -0.809295, -0.809797, 1.998563
5.646573, -0.810773, -0.811029, 1.998566
5.648208, -0.812549, -0.812508, 1.998570
5.649297, -0.813736, -0.813495, 1.998572
5.651329, -0.815954, -0.815339, 1.998577
5.652725, -0.817484, -0.816609, 1.998580
5.653537, -0.818377, -0.817350, 1.998582
5.654699, -0.819656, -0.818411, 1.998584
5.656018, -0.821112, -0.819619, 1.998587
