0.681939, -0.115240, -0.207218, 1.566144
0.683694, -0.115622, -0.207336, 1.567211
0.684989, -0.115904, -0.207422, 1.567996
0.688492, -0.116667, -0.207651, 1.570115
0.689142, -0.116808, -0.207692, 1.570507
0.690124, -0.117022, -0.207754, 1.571096
0.691115, -0.117238, -0.207815, 1.571690
0.692647, -0.117572, -0.207908, 1.572607
0.696587, -0.118429, -0.208144, 1.574959
0.697278, -0.118580, -0.208184, 1.575368
0.699272, -0.119014, -0.208297, 1.576548
0.700994, -0.119388, -0.208393, 1.577564
0.702585, -0.119735, -0.208479, 1.578499
0.703596, -0.119955, -0.208533, 1.579092
0.705053, -0.120272, -0.208611, 1.579945
0.706606, -0.120610, -0.208693, 1.580852
0.708245, -0.120966, -0.208778, 1.581806
0.709721, -0.121288, -0.208853, 1.582663
0.711251, -0.121620, -0.208930, 1.583549
0.712784, -0.121954, -0.209006, 1.584434
0.714336, -0.122292, -0.209082, 1.585328
0.716104, -0.122677, -0.209168, 1.586344
0.717445, -0.122968, -0.209233, 1.587111
0.719020, -0.123311, -0.209309, 1.588011
0.720639, -0.123664, -0.209387, 1.588934
0.722117, -0.123986, -0.209458, 1.589773
0.723670, -0.124324, -0.209532, 1.590654
0.725327, -0.124685, -0.209609, 1.591590
0.727432, -0.125144, -0.209708, 1.592776
0.728284, -0.125329, -0.209747, 1.593255
0.729878, -0.125677, -0.209821, 1.594148
0.733787, -0.126529, -0.210001, 1.596334
0.734744, -0.126738, -0.210045, 1.596865
0.736113, -0.127037, -0.210110, 1.597624
0.737657, -0.127374, -0.210183, 1.598478
0.739236, -0.127719, -0.210259, 1.599349
0.740808, -0.128062, -0.210335, 1.600214
0.742380, -0.128406, -0.210411, 1.601077
0.744135, -0.128790, -0.210496, 1.602037
0.745533, -0.129096, -0.210564, 1.602800
0.747054, -0.129429, -0.210637, 1.603628
0.748614, -0.129770, -0.210711, 1.604475
0.750187, -0.130114, -0.210786, 1.605327
0.752236, -0.130563, -0.210885, 1.606433
0.754064, -0.130963, -0.210974, 1.607417
0.754906, -0.131148, -0.211015, 1.607869
0.756485, -0.131494, -0.211093, 1.608715
0.758177, -0.131865, -0.211177, 1.609619
0.759632, -0.132185, -0.211249, 1.610394
0.761198, -0.132528, -0.211327, 1.611226
0.762893, -0.132900, -0.211410, 1.612125
0.764356, -0.133222, -0.211482, 1.612898
0.765954, -0.133573, -0.211559, 1.613740
0.767495, -0.133911, -0.211632, 1.614551
0.769067, -0.134256, -0.211705, 1.615375
0.770780, -0.134632, -0.211784, 1.616271
0.772208, -0.134946, -0.211849, 1.617016
0.773803, -0.135296, -0.211921, 1.617846
0.775368, -0.135640, -0.211992, 1.618658
0.776964, -0.135991, -0.212062, 1.619484
0.780613, -0.136793, -0.212223, 1.621368
0.781552, -0.136999, -0.212265, 1.621849
0.782362, -0.137177, -0.212301, 1.622264
0.783321, -0.137388, -0.212344, 1.622755
0.784911, -0.137738, -0.212415, 1.623567
0.786465, -0.138080, -0.212485, 1.624359
0.788039, -0.138427, -0.212557, 1.625158
0.789665, -0.138785, -0.212632, 1.625982
0.791241, -0.139132, -0.212704, 1.626779
0.792820, -0.139481, -0.212778, 1.627575
0.794387, -0.139826, -0.212851, 1.628363
0.796406, -0.140272, -0.212945, 1.629376
0.797606, -0.140537, -0.213001, 1.629975
0.799176, -0.140883, -0.213074, 1.630758
0.800779, -0.141237, -0.213148, 1.631556
0.802411, -0.141598, -0.213222, 1.632366
0.804998, -0.142169, -0.213337, 1.633646
0.805954, -0.142380, -0.213378, 1.634117
0.807134, -0.142641, -0.213427, 1.634698
0.808864, -0.143022, -0.213496, 1.635547
0.810366, -0.143353, -0.213554, 1.636282
0.811960, -0.143705, -0.213613, 1.637061
0.813534, -0.144052, -0.213668, 1.637828
0.815180, -0.144414, -0.213724, 1.638628
0.816767, -0.144764, -0.213775, 1.639397
0.818426, -0.145129, -0.213827, 1.640198
0.820207, -0.145521, -0.213881, 1.641057
0.821748, -0.145860, -0.213924, 1.641797
0.823279, -0.146196, -0.213965, 1.642531
0.824839, -0.146539, -0.214003, 1.643277
0.826374, -0.146876, -0.214039, 1.644009
0.827979, -0.147228, -0.214073, 1.644772
0.829565, -0.147576, -0.214103, 1.645525
0.831169, -0.147928, -0.214131, 1.646284
0.832774, -0.148280, -0.214155, 1.647041
0.836771, -0.149155, -0.214208, 1.648923
0.837600, -0.149336, -0.214215, 1.649311
0.838393, -0.149509, -0.214221, 1.649681
0.839225, -0.149691, -0.214227, 1.650069
0.840843, -0.150044, -0.214238, 1.650823
0.842447, -0.150394, -0.214247, 1.651568
0.844066, -0.150747, -0.214254, 1.652318
0.845667, -0.151097, -0.214260, 1.653058
0.847314, -0.151456, -0.214264, 1.653817
0.849015, -0.151826, -0.214266, 1.654598
0.850515, -0.152153, -0.214267, 1.655286
0.852129, -0.152505, -0.214266, 1.656024
0.853744, -0.152856, -0.214264, 1.656761
0.855369, -0.153210, -0.214261, 1.657500
0.856981, -0.153560, -0.214256, 1.658232
0.858603, -0.153913, -0.214249, 1.658966
0.860252, -0.154271, -0.214239, 1.659710
0.861916, -0.154633, -0.214229, 1.660459
0.863525, -0.154982, -0.214217, 1.661181
0.865092, -0.155322, -0.214205, 1.661883
0.866795, -0.155692, -0.214190, 1.662644
0.868300, -0.156018, -0.214177, 1.663315
0.870229, -0.156436, -0.214158, 1.664172
0.871620, -0.156738, -0.214142, 1.664788
0.873450, -0.157134, -0.214120, 1.665597
0.874883, -0.157444, -0.214102, 1.666229
0.876493, -0.157793, -0.214079, 1.666937
0.879898, -0.158529, -0.214028, 1.668430
0.884409, -0.159503, -0.213948, 1.670398
0.885577, -0.159755, -0.213925, 1.670904
